transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
5/2/2018,Self,BOX,Stock,Purchase,"$15,000 ",PA,Computer Software: Prepackaged Software,Patrick J. Toomey
5/7/2018,Joint,C,Stock,Purchase,"$15,000 ",RI,Major Banks,Sheldon Whitehouse
5/7/2018,Joint,AMZN,Stock,Purchase,"$50,000 ",RI,Catalog/Specialty Distribution,Sheldon Whitehouse
5/7/2018,Joint,CB,Stock,Purchase,"$15,000 ",RI,Property-Casualty Insurers,Sheldon Whitehouse
5/7/2018,Joint,HD,Stock,Purchase,"$15,000 ",RI,RETAIL: Building Materials,Sheldon Whitehouse
5/7/2018,Joint,MCD,Stock,Purchase,"$15,000 ",RI,Restaurants,Sheldon Whitehouse
5/24/2018,Joint,F,Stock,Purchase,"$15,000 ",RI,Auto Manufacturing,Sheldon Whitehouse
5/24/2018,Joint,ETN,Stock,Purchase,"$15,000 ",RI,Industrial Machinery/Components,Sheldon Whitehouse
5/24/2018,Joint,BUD,Stock,Purchase,"$15,000 ",RI,Beverages (Production/Distribution),Sheldon Whitehouse
5/24/2018,Joint,ADI,Stock,Purchase,"$15,000 ",RI,Semiconductors,Sheldon Whitehouse
5/24/2018,Joint,IBM,Stock,Purchase,"$15,000 ",RI,Computer Manufacturing,Sheldon Whitehouse
5/7/2018,Self,TSLA,Stock,Purchase,"$15,000 ",RI,Auto Manufacturing,Sheldon Whitehouse
5/7/2018,Self,MGA,Stock,Sale (Full),"$50,000 ",RI,Auto Parts:O.E.M.,Sheldon Whitehouse
6/4/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
5/23/2018,Self,T,Stock,Sale (Partial),"$100,000 ",ND,Telecommunications Equipment,John Hoeven
5/23/2018,Self,GIS,Stock,Sale (Partial),"$100,000 ",ND,Packaged Foods,John Hoeven
5/31/2018,Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Television Services,David Perdue
5/29/2018,Joint,BAC,Stock,Sale (Partial),"$15,000 ",GA,Major Banks,David Perdue
5/29/2018,Joint,UHAL,Stock,Purchase,"$15,000 ",GA,Rental/Leasing Companies,David Perdue
5/25/2018,Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Other Specialty Stores,David Perdue
5/24/2018,Joint,DIS,Stock,Purchase,"$15,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
5/23/2018,Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Other Specialty Stores,David Perdue
5/23/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
5/22/2018,Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Other Specialty Stores,David Perdue
5/22/2018,Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Other Specialty Stores,David Perdue
5/22/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
5/22/2018,Joint,PEP,Stock,Purchase,"$15,000 ",GA,Beverages (Production/Distribution),David Perdue
5/21/2018,Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Other Specialty Stores,David Perdue
5/17/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
5/17/2018,Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Television Services,David Perdue
5/16/2018,Joint,PEP,Stock,Purchase,"$15,000 ",GA,Beverages (Production/Distribution),David Perdue
5/15/2018,Joint,HBI,Stock,Purchase,"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
5/10/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
5/10/2018,Joint,GLW,Stock,Purchase,"$15,000 ",GA,Telecommunications Equipment,David Perdue
5/8/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
5/8/2018,Joint,HBI,Stock,Purchase,"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
5/8/2018,Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Television Services,David Perdue
5/7/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
5/4/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
5/4/2018,Joint,TWX,Stock,Purchase,"$15,000 ",GA,,David Perdue
5/4/2018,Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Television Services,David Perdue
5/4/2018,Joint,HBI,Stock,Purchase,"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
5/2/2018,Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Computer peripheral equipment,David Perdue
5/1/2018,Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Computer peripheral equipment,David Perdue
5/1/2018,Joint,FEYE,Stock,Sale (Partial),"$15,000 ",GA,Computer peripheral equipment,David Perdue
5/1/2018,Joint,HBI,Stock,Purchase,"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
5/15/2018,Spouse,BAC,Stock,Purchase,"$15,000 ",KS,Major Banks,Pat Roberts
5/24/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Barrasso
5/24/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Blumenthal
5/22/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Dianne Feinstein
5/22/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Dianne Feinstein
5/22/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Dianne Feinstein
5/22/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Dianne Feinstein
4/23/2018,Spouse,GILD,Stock,Sale (Partial),"$15,000 ",ME,Biotechnology: Biological Products (No Diagnostic Substances),"Angus S. King, Jr."
5/21/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Dianne Feinstein
5/17/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
8/31/2017,Child,FE,Stock,Sale (Partial),"$15,000 ",PA,Electric Utilities: Central,"Robert P. Casey, Jr."
4/23/2018,Spouse,VFC,Stock,Sale (Full),"$15,000 ",LA,Apparel,Bill Cassidy
4/23/2018,Spouse,UPS,Stock,Purchase,"$15,000 ",LA,Trucking Freight/Courier Services,Bill Cassidy
4/23/2018,Spouse,SBUX,Stock,Purchase,"$15,000 ",LA,Restaurants,Bill Cassidy
4/23/2018,Spouse,PG,Stock,Purchase,"$15,000 ",LA,Package Goods/Cosmetics,Bill Cassidy
4/23/2018,Spouse,MSFT,Stock,Sale (Partial),"$15,000 ",LA,Computer Software: Prepackaged Software,Bill Cassidy
4/23/2018,Spouse,MDT,Stock,Sale (Partial),"$15,000 ",LA,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Bill Cassidy
4/23/2018,Spouse,LOW,Stock,Sale (Partial),"$15,000 ",LA,RETAIL: Building Materials,Bill Cassidy
4/23/2018,Spouse,IBM,Stock,Purchase,"$15,000 ",LA,Computer Manufacturing,Bill Cassidy
4/23/2018,Spouse,GWW,Stock,Sale (Full),"$15,000 ",LA,Office Equipment/Supplies/Services,Bill Cassidy
4/25/2018,Spouse,XOM,Stock,Purchase,"$15,000 ",LA,Integrated oil Companies,Bill Cassidy
4/23/2018,Spouse,EMR,Stock,Sale (Partial),"$15,000 ",LA,Consumer Electronics/Appliances,Bill Cassidy
4/23/2018,Spouse,CMCSA,Stock,Purchase,"$15,000 ",LA,Television Services,Bill Cassidy
4/23/2018,Spouse,CSCO,Stock,Sale (Partial),"$15,000 ",LA,Computer Communications Equipment,Bill Cassidy
4/23/2018,Spouse,CVS,Stock,Purchase,"$15,000 ",LA,Medical/Nursing Services,Bill Cassidy
4/23/2018,Spouse,BLK,Stock,Sale (Partial),"$15,000 ",LA,Investment Bankers/Brokers/Service,Bill Cassidy
4/23/2018,Spouse,AFL,Stock,Purchase,"$15,000 ",LA,Accident &Health Insurance,Bill Cassidy
3/5/2018,Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Major Banks,Mitch Mcconnell
12/5/2017,Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Major Banks,Mitch Mcconnell
9/7/2017,Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Major Banks,Mitch Mcconnell
9/1/2017,Self,DWDP,Stock,Exchange,"$50,000 ",MI,,Gary C. Peters
9/1/2017,Self,DWDP,Stock,Exchange,"$50,000 ",MI,,Gary C. Peters
5/15/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rob Portman
4/30/2018,Self,REVB,Stock,Sale (Partial),"$15,000 ",PA,,Patrick J. Toomey
4/23/2018,Self,BOX,Stock,Purchase,"$15,000 ",PA,Computer Software: Prepackaged Software,Patrick J. Toomey
2/27/2017,Spouse,ENB,Stock,Exchange,"$15,000 ",WV,Natural Gas Distribution,Shelley Moore Capito
4/20/2017,Spouse,PTEN,Stock,Exchange,"$15,000 ",WV,Oil & Gas Production,Shelley Moore Capito
4/24/2018,Spouse,WEC,Stock,Purchase,"$15,000 ",WV,Power Generation,Shelley Moore Capito
4/24/2018,Spouse,WMT,Stock,Purchase,"$15,000 ",WV,Department/Specialty Retail Stores,Shelley Moore Capito
4/24/2018,Spouse,VFC,Stock,Purchase,"$15,000 ",WV,Apparel,Shelley Moore Capito
4/24/2018,Spouse,UTX,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,USB,Stock,Purchase,"$15,000 ",WV,Major Banks,Shelley Moore Capito
4/24/2018,Spouse,MMM,Stock,Purchase,"$15,000 ",WV,Medical/Dental Instruments,Shelley Moore Capito
4/24/2018,Spouse,TGT,Stock,Purchase,"$15,000 ",WV,Department/Specialty Retail Stores,Shelley Moore Capito
4/24/2018,Spouse,SYY,Stock,Purchase,"$15,000 ",WV,Food Distributors,Shelley Moore Capito
4/24/2018,Spouse,QCOM,Stock,Purchase,"$15,000 ",WV,Radio And Television Broadcasting And Communications Equipment,Shelley Moore Capito
4/24/2018,Spouse,PG,Stock,Purchase,"$15,000 ",WV,Package Goods/Cosmetics,Shelley Moore Capito
4/24/2018,Spouse,PX,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,PII,Stock,Purchase,"$15,000 ",WV,Industrial Specialties,Shelley Moore Capito
4/24/2018,Spouse,PSX,Stock,Purchase,"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
4/24/2018,Spouse,PEP,Stock,Purchase,"$15,000 ",WV,Beverages (Production/Distribution),Shelley Moore Capito
4/24/2018,Spouse,PAYX,Stock,Purchase,"$15,000 ",WV,Diversified Commercial Services,Shelley Moore Capito
4/24/2018,Spouse,NVS,Stock,Purchase,"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
4/24/2018,Spouse,NSC,Stock,Purchase,"$15,000 ",WV,Railroads,Shelley Moore Capito
4/24/2018,Spouse,NKE,Stock,Purchase,"$15,000 ",WV,Shoe Manufacturing,Shelley Moore Capito
4/24/2018,Spouse,NEE,Stock,Purchase,"$15,000 ",WV,Electric Utilities: Central,Shelley Moore Capito
4/24/2018,Spouse,JPM,Stock,Purchase,"$15,000 ",WV,Major Banks,Shelley Moore Capito
4/24/2018,Spouse,MSFT,Stock,Purchase,"$15,000 ",WV,Computer Software: Prepackaged Software,Shelley Moore Capito
4/24/2018,Spouse,MDT,Stock,Purchase,"$15,000 ",WV,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Shelley Moore Capito
4/24/2018,Spouse,MCD,Stock,Purchase,"$15,000 ",WV,Restaurants,Shelley Moore Capito
4/24/2018,Spouse,LOW,Stock,Purchase,"$15,000 ",WV,RETAIL: Building Materials,Shelley Moore Capito
4/24/2018,Spouse,JNJ,Stock,Purchase,"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
4/24/2018,Spouse,IBM.MX,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,ITW,Stock,Purchase,"$15,000 ",WV,Industrial Machinery/Components,Shelley Moore Capito
4/24/2018,Spouse,HRS,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,GIS,Stock,Purchase,"$15,000 ",WV,Packaged Foods,Shelley Moore Capito
4/24/2018,Spouse,GD,Stock,Purchase,"$15,000 ",WV,Marine Transportation,Shelley Moore Capito
4/24/2018,Spouse,FDS,Stock,Purchase,"$15,000 ",WV,"Computer Software: Programming, Data Processing",Shelley Moore Capito
4/24/2018,Spouse,XOM,Stock,Purchase,"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
4/24/2018,Spouse,ES,Stock,Purchase,"$15,000 ",WV,Electric Utilities: Central,Shelley Moore Capito
4/24/2018,Spouse,EMR,Stock,Purchase,"$15,000 ",WV,Consumer Electronics/Appliances,Shelley Moore Capito
4/24/2018,Spouse,EV,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,CL,Stock,Purchase,"$15,000 ",WV,Package Goods/Cosmetics,Shelley Moore Capito
4/24/2018,Spouse,CLX,Stock,Purchase,"$15,000 ",WV,Specialty Chemicals,Shelley Moore Capito
4/24/2018,Spouse,CSCO,Stock,Purchase,"$15,000 ",WV,Computer Communications Equipment,Shelley Moore Capito
4/24/2018,Spouse,CB,Stock,Purchase,"$15,000 ",WV,Property-Casualty Insurers,Shelley Moore Capito
4/24/2018,Spouse,CVX,Stock,Purchase,"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
4/24/2018,Spouse,BLK,Stock,Purchase,"$15,000 ",WV,Investment Bankers/Brokers/Service,Shelley Moore Capito
4/24/2018,Spouse,BDX,Stock,Purchase,"$15,000 ",WV,Medical/Dental Instruments,Shelley Moore Capito
4/24/2018,Spouse,ADP,Stock,Purchase,"$15,000 ",WV,EDP Services,Shelley Moore Capito
4/24/2018,Spouse,ADI,Stock,Purchase,"$15,000 ",WV,Semiconductors,Shelley Moore Capito
4/24/2018,Spouse,AMGN,Stock,Purchase,"$15,000 ",WV,Biotechnology: Biological Products (No Diagnostic Substances),Shelley Moore Capito
4/24/2018,Spouse,APD,Stock,Purchase,"$15,000 ",WV,Major Chemicals,Shelley Moore Capito
4/24/2018,Spouse,ACN,Stock,Purchase,"$15,000 ",WV,Business Services,Shelley Moore Capito
4/24/2018,Spouse,ABT,Stock,Purchase,"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
4/24/2018,Spouse,T,Stock,Purchase,"$15,000 ",WV,Telecommunications Equipment,Shelley Moore Capito
4/24/2018,Spouse,AFL,Stock,Purchase,"$15,000 ",WV,Accident &Health Insurance,Shelley Moore Capito
4/24/2018,Spouse,VGK,Stock,Sale (Full),"$50,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,UBSI,Stock,Sale (Full),"$50,000 ",WV,Major Banks,Shelley Moore Capito
4/24/2018,Spouse,NSRGY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,MS,Stock,Sale (Full),"$15,000 ",WV,Investment Bankers/Brokers/Service,Shelley Moore Capito
4/24/2018,Spouse,LULU,Stock,Sale (Full),"$15,000 ",WV,Apparel,Shelley Moore Capito
4/24/2018,Spouse,IYE,Stock,Sale (Full),"$50,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,KHC,Stock,Sale (Full),"$15,000 ",WV,Packaged Foods,Shelley Moore Capito
4/24/2018,Spouse,RHHBY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,CLB,Stock,Sale (Full),"$15,000 ",WV,Oilfield Services/Equipment,Shelley Moore Capito
4/24/2018,Spouse,CHK,Stock,Sale (Full),"$15,000 ",WV,Oil & Gas Production,Shelley Moore Capito
4/24/2018,Spouse,CME,Stock,Sale (Full),"$50,000 ",WV,Investment Bankers/Brokers/Service,Shelley Moore Capito
4/24/2018,Spouse,BRK-B,Stock,Sale (Full),"$50,000 ",WV,,Shelley Moore Capito
4/24/2018,Spouse,AL,Stock,Sale (Full),"$15,000 ",WV,Diversified Commercial Services,Shelley Moore Capito
4/5/2018,Spouse,WEC,Stock,Purchase,"$15,000 ",WV,Power Generation,Shelley Moore Capito
4/5/2018,Spouse,WMT,Stock,Purchase,"$15,000 ",WV,Department/Specialty Retail Stores,Shelley Moore Capito
4/5/2018,Spouse,VFC,Stock,Purchase,"$15,000 ",WV,Apparel,Shelley Moore Capito
4/5/2018,Spouse,UTX,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/5/2018,Spouse,USB,Stock,Purchase,"$15,000 ",WV,Major Banks,Shelley Moore Capito
4/5/2018,Spouse,MMM,Stock,Purchase,"$15,000 ",WV,Medical/Dental Instruments,Shelley Moore Capito
4/5/2018,Spouse,SYY,Stock,Purchase,"$15,000 ",WV,Food Distributors,Shelley Moore Capito
4/5/2018,Spouse,PX,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/5/2018,Spouse,PII,Stock,Purchase,"$15,000 ",WV,Industrial Specialties,Shelley Moore Capito
4/5/2018,Spouse,PSX,Stock,Purchase,"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
4/5/2018,Spouse,PEP,Stock,Purchase,"$15,000 ",WV,Beverages (Production/Distribution),Shelley Moore Capito
4/5/2018,Spouse,PAYX,Stock,Purchase,"$15,000 ",WV,Diversified Commercial Services,Shelley Moore Capito
4/5/2018,Spouse,NSC,Stock,Purchase,"$15,000 ",WV,Railroads,Shelley Moore Capito
4/5/2018,Spouse,NEE,Stock,Purchase,"$15,000 ",WV,Electric Utilities: Central,Shelley Moore Capito
4/5/2018,Spouse,JPM,Stock,Purchase,"$15,000 ",WV,Major Banks,Shelley Moore Capito
4/5/2018,Spouse,MSFT,Stock,Purchase,"$15,000 ",WV,Computer Software: Prepackaged Software,Shelley Moore Capito
4/5/2018,Spouse,MDT,Stock,Purchase,"$15,000 ",WV,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Shelley Moore Capito
4/6/2018,Spouse,MCD,Stock,Purchase,"$15,000 ",WV,Restaurants,Shelley Moore Capito
4/5/2018,Spouse,LOW,Stock,Purchase,"$15,000 ",WV,RETAIL: Building Materials,Shelley Moore Capito
4/5/2018,Spouse,JNJ,Stock,Purchase,"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
4/5/2018,Spouse,ITW,Stock,Purchase,"$15,000 ",WV,Industrial Machinery/Components,Shelley Moore Capito
4/5/2018,Spouse,HRS,Stock,Purchase,"$15,000 ",WV,,Shelley Moore Capito
4/5/2018,Spouse,GD,Stock,Purchase,"$15,000 ",WV,Marine Transportation,Shelley Moore Capito
4/5/2018,Spouse,ES,Stock,Purchase,"$15,000 ",WV,Electric Utilities: Central,Shelley Moore Capito
4/5/2018,Spouse,EMR,Stock,Purchase,"$15,000 ",WV,Consumer Electronics/Appliances,Shelley Moore Capito
4/5/2018,Spouse,CL,Stock,Purchase,"$15,000 ",WV,Package Goods/Cosmetics,Shelley Moore Capito
4/5/2018,Spouse,CLX,Stock,Purchase,"$15,000 ",WV,Specialty Chemicals,Shelley Moore Capito
4/5/2018,Spouse,CSCO,Stock,Purchase,"$15,000 ",WV,Computer Communications Equipment,Shelley Moore Capito
4/5/2018,Spouse,CB,Stock,Purchase,"$15,000 ",WV,Property-Casualty Insurers,Shelley Moore Capito
4/5/2018,Spouse,CVX,Stock,Purchase,"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
4/5/2018,Spouse,BLK,Stock,Purchase,"$15,000 ",WV,Investment Bankers/Brokers/Service,Shelley Moore Capito
4/5/2018,Spouse,BDX,Stock,Purchase,"$15,000 ",WV,Medical/Dental Instruments,Shelley Moore Capito
4/5/2018,Spouse,ADP,Stock,Purchase,"$15,000 ",WV,EDP Services,Shelley Moore Capito
4/5/2018,Spouse,ADI,Stock,Purchase,"$15,000 ",WV,Semiconductors,Shelley Moore Capito
4/5/2018,Spouse,AMGN,Stock,Purchase,"$15,000 ",WV,Biotechnology: Biological Products (No Diagnostic Substances),Shelley Moore Capito
4/4/2018,Spouse,APD,Stock,Purchase,"$15,000 ",WV,Major Chemicals,Shelley Moore Capito
4/5/2018,Spouse,ACN,Stock,Purchase,"$15,000 ",WV,Business Services,Shelley Moore Capito
4/5/2018,Spouse,ABT,Stock,Purchase,"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
4/5/2018,Spouse,T,Stock,Purchase,"$15,000 ",WV,Telecommunications Equipment,Shelley Moore Capito
4/5/2018,Spouse,AFL,Stock,Purchase,"$15,000 ",WV,Accident &Health Insurance,Shelley Moore Capito
4/5/2018,Spouse,UBSI,Stock,Sale (Full),"$50,000 ",WV,Major Banks,Shelley Moore Capito
4/4/2018,Self,MDLZ,Stock,Purchase,"$15,000 ",WV,Packaged Foods,Shelley Moore Capito
2/28/2017,Spouse,ENB,Stock,Exchange,"$50,000 ",ME,Natural Gas Distribution,Susan M. Collins
5/3/2018,Self,V,Stock,Sale (Partial),"$50,000 ",OK,Business Services,James M. Inhofe
5/3/2018,Self,UNH,Stock,Sale (Partial),"$100,000 ",OK,Medical Specialities,James M. Inhofe
5/3/2018,Self,CRM,Stock,Sale (Partial),"$15,000 ",OK,Computer Software: Prepackaged Software,James M. Inhofe
5/3/2018,Self,PEP,Stock,Sale (Partial),"$50,000 ",OK,Beverages (Production/Distribution),James M. Inhofe
5/3/2018,Self,MSFT,Stock,Sale (Partial),"$50,000 ",OK,Computer Software: Prepackaged Software,James M. Inhofe
5/3/2018,Self,LH,Stock,Sale (Partial),"$50,000 ",OK,Medical Specialities,James M. Inhofe
5/3/2018,Self,XOM,Stock,Sale (Full),"$100,000 ",OK,Integrated oil Companies,James M. Inhofe
5/3/2018,Self,DFS,Stock,Sale (Full),"$50,000 ",OK,Finance: Consumer Services,James M. Inhofe
5/3/2018,Self,DAL,Stock,Sale (Partial),"$15,000 ",OK,Air Freight/Delivery Services,James M. Inhofe
5/3/2018,Self,CLR,Stock,Sale (Partial),"$50,000 ",OK,,James M. Inhofe
5/3/2018,Self,COHR,Stock,Sale (Full),"$100,000 ",OK,Biotechnology: Laboratory Analytical Instruments,James M. Inhofe
5/3/2018,Self,C,Stock,Sale (Partial),"$15,000 ",OK,Major Banks,James M. Inhofe
5/3/2018,Self,KMX,Stock,Sale (Partial),"$15,000 ",OK,Automotive Aftermarket,James M. Inhofe
5/3/2018,Self,BAM,Stock,Sale (Partial),"$50,000 ",OK,Building operators,James M. Inhofe
5/3/2018,Self,BLK,Stock,Sale (Partial),"$50,000 ",OK,Investment Bankers/Brokers/Service,James M. Inhofe
5/3/2018,Self,GOOGL,Stock,Sale (Partial),"$50,000 ",OK,"Computer Software: Programming, Data Processing",James M. Inhofe
5/1/2018,Self,AAPL,Stock,Sale (Partial),"$100,000 ",OK,Computer Manufacturing,James M. Inhofe
4/26/2018,Self,CHKP,Stock,Sale (Full),"$100,000 ",OK,Computer Software: Prepackaged Software,James M. Inhofe
4/16/2018,Self,BLK,Stock,Sale (Partial),"$50,000 ",OK,Investment Bankers/Brokers/Service,James M. Inhofe
5/10/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
4/26/2018,Self,CVS,Stock,Purchase,"$15,000 ",MI,Medical/Nursing Services,Gary C. Peters
4/3/2018,Joint,V,Stock,Sale (Partial),"$50,000 ",RI,Business Services,Sheldon Whitehouse
4/3/2018,Joint,CVS,Stock,Sale (Full),"$15,000 ",RI,Medical/Nursing Services,Sheldon Whitehouse
4/3/2018,Joint,CMCSA,Stock,Sale (Full),"$15,000 ",RI,Television Services,Sheldon Whitehouse
4/3/2018,Joint,JPM,Stock,Sale (Partial),"$15,000 ",RI,Major Banks,Sheldon Whitehouse
4/3/2018,Joint,WPC,Stock,Sale (Full),"$15,000 ",RI,Real Estate Investment Trusts,Sheldon Whitehouse
4/3/2018,Joint,AAPL,Stock,Sale (Partial),"$15,000 ",RI,Computer Manufacturing,Sheldon Whitehouse
4/18/2018,Self,IBM,Stock,Purchase,"$100,000 ",ND,Computer Manufacturing,John Hoeven
4/25/2018,Spouse,NVDA,Stock,Purchase,"$15,000 ",KS,Semiconductors,Pat Roberts
4/11/2018,Spouse,CVX,Stock,Sale (Full),"$15,000 ",KS,Integrated oil Companies,Pat Roberts
4/25/2018,Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
4/23/2018,Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
4/11/2018,Spouse,NFLX,Stock,Sale (Full),"$100,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
4/23/2018,Spouse,GDV,Other Securities,Purchase,"$15,000 ",MS,Investment Managers,Roger F. Wicker
5/3/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Christopher A. Coons
5/2/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Benjamin L Cardin
5/1/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
5/1/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
4/27/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/26/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/26/2018,Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/25/2018,Joint,GLW,Stock,Purchase,"$15,000 ",GA,Telecommunications Equipment,David Perdue
4/24/2018,Joint,C,Stock,Purchase,"$15,000 ",GA,Major Banks,David Perdue
4/24/2018,Joint,GIS,Stock,Purchase,"$15,000 ",GA,Packaged Foods,David Perdue
4/24/2018,Joint,MRK,Stock,Purchase,"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/20/2018,Joint,CLX,Stock,Purchase,"$15,000 ",GA,Specialty Chemicals,David Perdue
4/20/2018,Joint,PG,Stock,Purchase,"$50,000 ",GA,Package Goods/Cosmetics,David Perdue
4/20/2018,Joint,PEP,Stock,Purchase,"$50,000 ",GA,Beverages (Production/Distribution),David Perdue
4/17/2018,Joint,DUK,Stock,Sale (Full),"$50,000 ",GA,Power Generation,David Perdue
4/13/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/12/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/9/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/27/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Gary C. Peters
4/20/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
4/12/2018,Spouse,CGNT,Stock,Sale (Partial),"$50,000 ",MN,Computer Software: Prepackaged Software,Tina Smith
4/12/2018,Spouse,CGNT,Stock,Sale (Full),"$250,000 ",MN,Computer Software: Prepackaged Software,Tina Smith
4/10/2018,Spouse,CGNT,Stock,Sale (Partial),"$50,000 ",MN,Computer Software: Prepackaged Software,Tina Smith
3/19/2018,Spouse,FB,Stock,Sale (Partial),"$15,000 ",RI,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
3/19/2018,Joint,FB,Stock,Sale (Partial),"$50,000 ",RI,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
3/19/2018,Self,FB,Stock,Sale (Partial),"$50,000 ",RI,"Computer Software: Programming, Data Processing",Sheldon Whitehouse
4/16/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,"Angus S. King, Jr."
4/13/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mike Rounds
4/12/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Gary C. Peters
4/12/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
3/22/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
