transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
4/1/2020,Joint,MU,Stock,Purchase,"$15,000 ",GA,Semiconductors,David Perdue
4/1/2020,Joint,MU,Stock,Purchase,"$15,000 ",GA,Semiconductors,David Perdue
4/16/2020,Joint,IWM,Other Securities,Purchase,"$100,000 ",GA,,David Perdue
4/14/2020,Joint,DIS,Stock,Sale (Partial),"$250,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/14/2020,Joint,MU,Stock,Sale (Partial),"$100,000 ",GA,Semiconductors,David Perdue
4/14/2020,Joint,MRK,Stock,Sale (Partial),"$100,000 ",GA,Major Pharmaceuticals,David Perdue
4/6/2020,Joint,MRK,Stock,Sale (Partial),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/3/2020,Joint,MRK,Stock,Sale (Partial),"$50,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,LGF-B,Stock,Sale (Full),"$100,000 ",GA,,David Perdue
4/14/2020,Joint,GPK,Stock,Sale (Partial),"$250,000 ",GA,Containers/Packaging,David Perdue
4/14/2020,Joint,FDX,Stock,Sale (Full),"$250,000 ",GA,Air Freight/Delivery Services,David Perdue
4/14/2020,Joint,DVN,Stock,Sale (Full),"$50,000 ",GA,Oil & Gas Production,David Perdue
4/14/2020,Joint,DAL,Stock,Sale (Full),"$15,000 ",GA,Air Freight/Delivery Services,David Perdue
4/14/2020,Joint,ALB,Stock,Sale (Full),"$100,000 ",GA,Major Chemicals,David Perdue
4/14/2020,Joint,HBI,Stock,Sale (Full),"$250,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
4/14/2020,Joint,URBN,Stock,Sale (Full),"$250,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
4/14/2020,Joint,AXTA,Stock,Sale (Full),"$250,000 ",GA,Paints/Coatings,David Perdue
4/14/2020,Joint,FEYE,Stock,Sale (Full),"$250,000 ",GA,Computer peripheral equipment,David Perdue
4/14/2020,Joint,SBUX,Stock,Sale (Full),"$50,000 ",GA,Restaurants,David Perdue
4/3/2020,Joint,SBUX,Stock,Purchase,"$15,000 ",GA,Restaurants,David Perdue
4/14/2020,Joint,VIAC,Stock,Sale (Full),"$100,000 ",GA,Broadcasting,David Perdue
4/14/2020,Joint,RF,Stock,Sale (Full),"$100,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,WPX,Stock,Sale (Full),"$50,000 ",GA,,David Perdue
4/14/2020,Joint,PFE,Stock,Sale (Full),"$250,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,LYV,Stock,Sale (Full),"$50,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/14/2020,Joint,GM,Stock,Sale (Full),"$250,000 ",GA,Auto Manufacturing,David Perdue
4/14/2020,Joint,GLW,Stock,Sale (Full),"$250,000 ",GA,Telecommunications Equipment,David Perdue
4/16/2020,Joint,SPY,Other Securities,Purchase,"$250,000 ",GA,,David Perdue
4/16/2020,Joint,VEA,Other Securities,Purchase,"$100,000 ",GA,,David Perdue
4/16/2020,Joint,VOO,Other Securities,Purchase,"$250,000 ",GA,,David Perdue
4/16/2020,Joint,CAIFX,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/16/2020,Joint,FRIAX,Stock,Sale (Full),"$50,000 ",GA,,David Perdue
4/16/2020,Joint,AMLP,Other Securities,Purchase,"$500,000 ",GA,,David Perdue
4/15/2020,Joint,SPY,Other Securities,Purchase,"$5,000,000 ",GA,,David Perdue
4/15/2020,Joint,SPY,Other Securities,Purchase,"$1,000,000 ",GA,,David Perdue
4/7/2020,Joint,PBA,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
4/6/2020,Joint,ENB,Stock,Purchase,"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/6/2020,Joint,TRP,Stock,Purchase,"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/3/2020,Joint,ORCL,Stock,Sale (Partial),"$15,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/7/2020,Joint,CEQP,Stock,Sale (Full),"$15,000 ",GA,Oil & Gas Production,David Perdue
4/9/2020,Joint,ORCL,Stock,Sale (Partial),"$15,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/13/2020,Joint,EQM,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
4/14/2020,Joint,PEP,Stock,Sale (Full),"$100,000 ",GA,Beverages (Production/Distribution),David Perdue
4/14/2020,Joint,NWSA,Stock,Sale (Full),"$50,000 ",GA,Newspapers/Magazines,David Perdue
4/14/2020,Joint,ORCL,Stock,Sale (Partial),"$50,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/14/2020,Joint,CVX,Stock,Sale (Partial),"$50,000 ",GA,Integrated oil Companies,David Perdue
4/14/2020,Joint,NKE,Stock,Sale (Full),"$50,000 ",GA,Shoe Manufacturing,David Perdue
4/14/2020,Joint,WFC,Stock,Sale (Full),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,JPM,Stock,Sale (Full),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,BMY,Stock,Sale (Full),"$50,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,ORCL,Stock,Sale (Partial),"$50,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/14/2020,Joint,BX,Stock,Sale (Full),"$50,000 ",GA,Investment Managers,David Perdue
4/14/2020,Joint,BRK-B,Stock,Sale (Partial),"$50,000 ",GA,,David Perdue
4/14/2020,Joint,COST,Stock,Sale (Partial),"$100,000 ",GA,Department/Specialty Retail Stores,David Perdue
4/14/2020,Joint,AMT,Stock,Sale (Full),"$100,000 ",GA,Real Estate Investment Trusts,David Perdue
4/14/2020,Joint,MRK,Stock,Sale (Full),"$50,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,MA,Stock,Sale (Full),"$100,000 ",GA,Business Services,David Perdue
4/14/2020,Joint,ANTM,Stock,Sale (Full),"$50,000 ",GA,Medical Specialities,David Perdue
4/14/2020,Joint,BK,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,PYPL,Stock,Sale (Full),"$50,000 ",GA,Business Services,David Perdue
4/14/2020,Joint,ABBV,Stock,Sale (Full),"$50,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,AMZN,Stock,Sale (Partial),"$100,000 ",GA,Catalog/Specialty Distribution,David Perdue
4/14/2020,Joint,CSCO,Stock,Sale (Partial),"$50,000 ",GA,Computer Communications Equipment,David Perdue
4/14/2020,Joint,EXR,Stock,Sale (Partial),"$50,000 ",GA,Real Estate Investment Trusts,David Perdue
4/14/2020,Joint,BAX,Stock,Sale (Full),"$50,000 ",GA,Medical/Dental Instruments,David Perdue
4/14/2020,Joint,XOM,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/14/2020,Joint,SYK,Stock,Sale (Full),"$15,000 ",GA,Medical/Dental Instruments,David Perdue
4/14/2020,Joint,COP,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/14/2020,Joint,FOX,Stock,Sale (Full),"$50,000 ",GA,Broadcasting,David Perdue
4/14/2020,Joint,CTSH,Stock,Sale (Full),"$50,000 ",GA,EDP Services,David Perdue
4/14/2020,Joint,ACA,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/14/2020,Joint,AAPL,Stock,Sale (Full),"$100,000 ",GA,Computer Manufacturing,David Perdue
4/14/2020,Joint,JNJ,Stock,Sale (Full),"$100,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,DIS,Stock,Sale (Partial),"$50,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/14/2020,Joint,CSCO,Stock,Sale (Partial),"$50,000 ",GA,Computer Communications Equipment,David Perdue
4/14/2020,Joint,MDLZ,Stock,Sale (Partial),"$50,000 ",GA,Packaged Foods,David Perdue
4/14/2020,Joint,BOIVF,Stock,Sale (Full),"$100,000 ",GA,,David Perdue
4/14/2020,Joint,VZ,Stock,Sale (Full),"$50,000 ",GA,Telecommunications Equipment,David Perdue
4/14/2020,Joint,USB,Stock,Sale (Full),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,RL,Stock,Sale (Full),"$15,000 ",GA,Apparel,David Perdue
4/14/2020,Joint,WFC,Stock,Sale (Partial),"$15,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,MSFT,Stock,Sale (Full),"$50,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/14/2020,Joint,STT,Stock,Sale (Full),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,UHAL,Stock,Sale (Full),"$50,000 ",GA,Rental/Leasing Companies,David Perdue
4/14/2020,Joint,KO,Stock,Sale (Full),"$100,000 ",GA,Beverages (Production/Distribution),David Perdue
4/14/2020,Joint,EQM,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/14/2020,Joint,BMY,Stock,Sale (Partial),"$50,000 ",GA,Major Pharmaceuticals,David Perdue
4/14/2020,Joint,BAC,Stock,Sale (Partial),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,ORCL,Stock,Sale (Full),"$50,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/14/2020,Joint,VZ,Stock,Sale (Partial),"$50,000 ",GA,Telecommunications Equipment,David Perdue
4/14/2020,Joint,PYPL,Stock,Sale (Partial),"$50,000 ",GA,Business Services,David Perdue
4/14/2020,Joint,GOOGL,Stock,Sale (Full),"$50,000 ",GA,"Computer Software: Programming, Data Processing",David Perdue
4/14/2020,Joint,NKE,Stock,Sale (Partial),"$50,000 ",GA,Shoe Manufacturing,David Perdue
4/14/2020,Joint,MDLZ,Stock,Sale (Full),"$50,000 ",GA,Packaged Foods,David Perdue
4/14/2020,Joint,MO,Stock,Sale (Full),"$15,000 ",GA,Farming/Seeds/Milling,David Perdue
4/14/2020,Joint,JPM,Stock,Sale (Partial),"$50,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,KMI,Stock,Sale (Partial),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/14/2020,Joint,NFLX,Stock,Sale (Full),"$50,000 ",GA,Consumer Electronics/Video Chains,David Perdue
4/14/2020,Joint,HCA,Stock,Sale (Full),"$50,000 ",GA,Hospital/Nursing Management,David Perdue
4/14/2020,Joint,V,Stock,Sale (Full),"$50,000 ",GA,Business Services,David Perdue
4/14/2020,Joint,PRU,Stock,Sale (Full),"$15,000 ",GA,Life Insurance,David Perdue
4/14/2020,Joint,EMR,Stock,Sale (Full),"$15,000 ",GA,Consumer Electronics/Appliances,David Perdue
4/14/2020,Joint,HON,Stock,Sale (Full),"$50,000 ",GA,Aerospace,David Perdue
4/14/2020,Joint,EXR,Stock,Sale (Full),"$50,000 ",GA,Real Estate Investment Trusts,David Perdue
4/14/2020,Joint,CSCO,Stock,Sale (Full),"$50,000 ",GA,Computer Communications Equipment,David Perdue
4/14/2020,Joint,COST,Stock,Sale (Full),"$50,000 ",GA,Department/Specialty Retail Stores,David Perdue
4/14/2020,Joint,DOW,Stock,Sale (Full),"$50,000 ",GA,,David Perdue
4/14/2020,Joint,AAPL,Stock,Sale (Partial),"$50,000 ",GA,Computer Manufacturing,David Perdue
4/14/2020,Joint,AMZN,Stock,Sale (Full),"$100,000 ",GA,Catalog/Specialty Distribution,David Perdue
4/14/2020,Joint,DIS,Stock,Sale (Partial),"$50,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/14/2020,Joint,BAH,Stock,Sale (Full),"$50,000 ",GA,Professional Services,David Perdue
4/14/2020,Joint,MU,Stock,Sale (Full),"$50,000 ",GA,Semiconductors,David Perdue
4/14/2020,Joint,M,Stock,Sale (Full),"$50,000 ",GA,Department/Specialty Retail Stores,David Perdue
4/14/2020,Joint,SU,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/14/2020,Joint,CVX,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/14/2020,Joint,GOOG,Stock,Sale (Full),"$50,000 ",GA,"Computer Software: Programming, Data Processing",David Perdue
4/14/2020,Joint,FHB,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/14/2020,Joint,BKNG,Stock,Sale (Full),"$50,000 ",GA,Transportation Services,David Perdue
4/14/2020,Joint,DIS,Stock,Sale (Full),"$50,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/14/2020,Joint,FOXA,Stock,Sale (Full),"$50,000 ",GA,Broadcasting,David Perdue
4/14/2020,Joint,HUN,Stock,Sale (Full),"$50,000 ",GA,Major Chemicals,David Perdue
4/14/2020,Joint,NWS,Stock,Sale (Full),"$15,000 ",GA,Newspapers/Magazines,David Perdue
4/14/2020,Joint,UN,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/14/2020,Joint,MSM,Stock,Sale (Full),"$50,000 ",GA,Industrial Machinery/Components,David Perdue
4/14/2020,Joint,SYY,Stock,Sale (Full),"$50,000 ",GA,Food Distributors,David Perdue
4/14/2020,Joint,PG,Stock,Sale (Full),"$100,000 ",GA,Package Goods/Cosmetics,David Perdue
4/14/2020,Joint,EAF,Stock,Sale (Full),"$15,000 ",GA,Metal Fabrications,David Perdue
4/15/2020,Joint,PAGP,Stock,Sale (Full),"$15,000 ",GA,Oil & Gas Production,David Perdue
4/15/2020,Joint,PSXP,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,SUN,Stock,Sale (Full),"$15,000 ",GA,Oil Refining/Marketing,David Perdue
4/15/2020,Joint,TCP,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/15/2020,Joint,KMI,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,EPD,Stock,Sale (Full),"$100,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,LNG,Stock,Sale (Full),"$50,000 ",GA,Oil/Gas Transmission,David Perdue
4/15/2020,Joint,TRP,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,MMP,Stock,Sale (Full),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,OKE,Stock,Sale (Full),"$15,000 ",GA,Oil & Gas Production,David Perdue
4/15/2020,Joint,PAA,Stock,Sale (Full),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,ENB,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,PBA,Stock,Sale (Full),"$15,000 ",GA,Oil & Gas Production,David Perdue
4/15/2020,Joint,SHLX,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,WMB,Stock,Sale (Full),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,TRGP,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,MPLX,Stock,Sale (Full),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/15/2020,Joint,ET,Stock,Sale (Full),"$50,000 ",GA,Natural Gas Distribution,David Perdue
4/16/2020,Joint,DIS,Stock,Sale (Full),"$15,000 ",GA,Services-Misc. Amusement & Recreation,David Perdue
4/16/2020,Joint,COP,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/16/2020,Joint,KO,Stock,Sale (Full),"$15,000 ",GA,Beverages (Production/Distribution),David Perdue
4/16/2020,Joint,DD,Stock,Sale (Full),"$15,000 ",GA,,David Perdue
4/16/2020,Joint,C,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/16/2020,Joint,HD,Stock,Sale (Full),"$50,000 ",GA,RETAIL: Building Materials,David Perdue
4/16/2020,Joint,GIS,Stock,Sale (Full),"$15,000 ",GA,Packaged Foods,David Perdue
4/16/2020,Joint,BMY,Stock,Sale (Full),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/16/2020,Joint,CAT,Stock,Sale (Full),"$15,000 ",GA,Construction/Ag Equipment/Trucks,David Perdue
4/16/2020,Joint,BP,Stock,Sale (Full),"$15,000 ",GA,Integrated oil Companies,David Perdue
4/16/2020,Joint,AAPL,Stock,Sale (Full),"$50,000 ",GA,Computer Manufacturing,David Perdue
4/16/2020,Joint,T,Stock,Sale (Full),"$15,000 ",GA,Telecommunications Equipment,David Perdue
4/16/2020,Joint,AFL,Stock,Sale (Full),"$15,000 ",GA,Accident &Health Insurance,David Perdue
4/16/2020,Joint,BX,Stock,Sale (Full),"$15,000 ",GA,Investment Managers,David Perdue
4/16/2020,Joint,BA,Stock,Sale (Full),"$15,000 ",GA,Aerospace,David Perdue
4/16/2020,Joint,JNJ,Stock,Sale (Full),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/16/2020,Joint,TFC,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/16/2020,Joint,SYY,Stock,Sale (Full),"$15,000 ",GA,Food Distributors,David Perdue
4/16/2020,Joint,SOJA,Stock,Sale (Full),"$50,000 ",GA,,David Perdue
4/16/2020,Joint,URI,Stock,Sale (Full),"$15,000 ",GA,Diversified Commercial Services,David Perdue
4/16/2020,Joint,WFC,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/16/2020,Joint,VZ,Stock,Sale (Full),"$15,000 ",GA,Telecommunications Equipment,David Perdue
4/16/2020,Joint,SO,Stock,Sale (Full),"$15,000 ",GA,Electric Utilities: Central,David Perdue
4/16/2020,Joint,MRK,Stock,Sale (Full),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/16/2020,Joint,PG,Stock,Sale (Full),"$15,000 ",GA,Package Goods/Cosmetics,David Perdue
4/16/2020,Joint,JPM,Stock,Sale (Full),"$15,000 ",GA,Major Banks,David Perdue
4/16/2020,Joint,INTC,Stock,Sale (Full),"$15,000 ",GA,Semiconductors,David Perdue
4/16/2020,Joint,LLY,Stock,Sale (Full),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
4/16/2020,Joint,MSFT,Stock,Sale (Full),"$100,000 ",GA,Computer Software: Prepackaged Software,David Perdue
4/16/2020,Joint,PYPL,Stock,Sale (Full),"$15,000 ",GA,Business Services,David Perdue
4/16/2020,Joint,PM,Stock,Sale (Full),"$15,000 ",GA,Farming/Seeds/Milling,David Perdue
4/16/2020,Joint,NKE,Stock,Sale (Full),"$15,000 ",GA,Shoe Manufacturing,David Perdue
4/16/2020,Joint,NSC,Stock,Sale (Full),"$15,000 ",GA,Railroads,David Perdue
5/17/2019,Spouse,BIF,Other Securities,Purchase,"$15,000 ",MS,,Roger F. Wicker
5/17/2019,Spouse,GDV,Other Securities,Sale (Full),"$15,000 ",MS,Investment Managers,Roger F. Wicker
4/17/2020,Spouse,AMAT,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
4/17/2020,Spouse,DIS,Stock,Purchase,"$100,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
4/17/2020,Spouse,DNKN,Stock,Purchase,"$50,000 ",OR,,Ron Wyden
4/17/2020,Spouse,F,Stock,Purchase,"$50,000 ",OR,Auto Manufacturing,Ron Wyden
4/17/2020,Spouse,GOOG,Stock,Purchase,"$100,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
4/17/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
4/17/2020,Spouse,SBUX,Stock,Purchase,"$50,000 ",OR,Restaurants,Ron Wyden
4/17/2020,Spouse,T,Stock,Purchase,"$50,000 ",OR,Telecommunications Equipment,Ron Wyden
4/17/2020,Spouse,VMC,Stock,Purchase,"$100,000 ",OR,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Ron Wyden
5/1/2020,Spouse,AMZN,Stock,Purchase,"$50,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
4/24/2020,Spouse,TEL,Stock,Sale (Full),"$15,000 ",OR,Electronic Components,Ron Wyden
4/24/2020,Spouse,JCI,Stock,Sale (Full),"$15,000 ",OR,Other Consumer Services,Ron Wyden
4/24/2020,Spouse,C,Stock,Sale (Full),"$15,000 ",OR,Major Banks,Ron Wyden
4/24/2020,Spouse,CRWD,Stock,Sale (Full),"$100,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
4/23/2020,Spouse,PYPL,Stock,Purchase,"$100,000 ",OR,Business Services,Ron Wyden
4/21/2020,Spouse,CRWD,Stock,Purchase,"$50,000 ",OR,Computer Software: Prepackaged Software,Ron Wyden
4/21/2020,Spouse,NVDA,Stock,Purchase,"$100,000 ",OR,Semiconductors,Ron Wyden
4/17/2020,Spouse,AMZN,Stock,Purchase,"$100,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
4/8/2020,Spouse,UPS,Stock,Purchase,"$50,000 ",OR,Trucking Freight/Courier Services,Ron Wyden
4/8/2020,Spouse,GOOG,Stock,Purchase,"$15,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
4/6/2020,Spouse,QSR,Stock,Purchase,"$15,000 ",OR,Restaurants,Ron Wyden
4/6/2020,Spouse,GRUB,Stock,Purchase,"$15,000 ",OR,,Ron Wyden
4/6/2020,Spouse,GOOG,Stock,Purchase,"$15,000 ",OR,"Computer Software: Programming, Data Processing",Ron Wyden
4/6/2020,Spouse,IRBT,Stock,Purchase,"$15,000 ",OR,,Ron Wyden
4/6/2020,Spouse,DNKN,Stock,Purchase,"$15,000 ",OR,,Ron Wyden
4/6/2020,Spouse,SBUX,Stock,Purchase,"$15,000 ",OR,Restaurants,Ron Wyden
4/6/2020,Spouse,RDS-B,Stock,Purchase,"$15,000 ",OR,,Ron Wyden
4/6/2020,Spouse,T,Stock,Purchase,"$15,000 ",OR,Telecommunications Equipment,Ron Wyden
4/6/2020,Spouse,CSCO,Stock,Purchase,"$50,000 ",OR,Computer Communications Equipment,Ron Wyden
4/6/2020,Spouse,AMAT,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
4/6/2020,Spouse,KLAC,Stock,Purchase,"$50,000 ",OR,Electronic Components,Ron Wyden
4/6/2020,Spouse,AVGO,Stock,Purchase,"$50,000 ",OR,Semiconductors,Ron Wyden
4/6/2020,Spouse,XOM,Stock,Purchase,"$50,000 ",OR,Integrated oil Companies,Ron Wyden
4/6/2020,Spouse,V,Stock,Purchase,"$50,000 ",OR,Business Services,Ron Wyden
4/6/2020,Spouse,CAT,Stock,Purchase,"$50,000 ",OR,Construction/Ag Equipment/Trucks,Ron Wyden
4/6/2020,Spouse,AMZN,Stock,Purchase,"$100,000 ",OR,Catalog/Specialty Distribution,Ron Wyden
4/6/2020,Spouse,DIS,Stock,Purchase,"$100,000 ",OR,Services-Misc. Amusement & Recreation,Ron Wyden
5/4/2020,N/A,N/A,PDF Disclosed Filing,N/A,,,,Michael F. Bennet
4/14/2020,Spouse,PYPL,Stock,Purchase,"$15,000 ",DE,Business Services,Thomas R. Carper
4/14/2020,Spouse,CVS,Stock,Purchase,"$15,000 ",DE,Medical/Nursing Services,Thomas R. Carper
4/14/2020,Spouse,SWKS,Stock,Purchase,"$15,000 ",DE,Semiconductors,Thomas R. Carper
4/14/2020,Spouse,PNQI,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/14/2020,Spouse,CEF,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/14/2020,Spouse,DIS,Stock,Purchase,"$15,000 ",DE,Services-Misc. Amusement & Recreation,Thomas R. Carper
4/2/2020,Spouse,GEM,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,SBIO,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,IVV,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,KWEB,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,CFA,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,SRVR,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,CEF,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,GLD,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,CIBR,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,MBXIX,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,QTEC,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,IAT,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,FDN,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,LUBFX,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,QLEIX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,OAYIX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,FPL,Stock,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,GBIL,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,BOTZ,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,FINX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,IWN,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,DRI,Stock,Sale (Full),"$15,000 ",DE,Restaurants,Thomas R. Carper
4/2/2020,Spouse,QCOM,Stock,Purchase,"$15,000 ",DE,Radio And Television Broadcasting And Communications Equipment,Thomas R. Carper
4/2/2020,Spouse,RMD,Stock,Sale (Partial),"$15,000 ",DE,Medical/Dental Instruments,Thomas R. Carper
4/2/2020,Spouse,SBUX,Stock,Purchase,"$15,000 ",DE,Restaurants,Thomas R. Carper
4/2/2020,Spouse,ARCC,Stock,Purchase,"$15,000 ",DE,Finance/Investors Services,Thomas R. Carper
4/2/2020,Spouse,CVS,Stock,Purchase,"$15,000 ",DE,Medical/Nursing Services,Thomas R. Carper
4/2/2020,Spouse,DGX,Stock,Purchase,"$15,000 ",DE,Medical Specialities,Thomas R. Carper
4/2/2020,Spouse,IWD,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,ARE,Stock,Purchase,"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
4/2/2020,Spouse,LGI,Stock,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,PKG,Stock,Sale (Full),"$15,000 ",DE,Containers/Packaging,Thomas R. Carper
4/2/2020,Spouse,MET,Stock,Purchase,"$15,000 ",DE,Life Insurance,Thomas R. Carper
4/2/2020,Spouse,EEM,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,RTN,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,GLAD,Stock,Purchase,"$15,000 ",DE,Finance/Investors Services,Thomas R. Carper
4/2/2020,Spouse,SWKS,Stock,Purchase,"$15,000 ",DE,Semiconductors,Thomas R. Carper
4/2/2020,Spouse,CEF,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,GLD,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
4/2/2020,Spouse,MBXIX,Other Securities,Sale (Partial),"$15,000 ",DE,,Thomas R. Carper
